__id__,caption,category_code,country_code,created_at,url
K2lCOG3BYVkdyfojJtjC,"the temple of heaven in Beijing, a circular Chinese building built on marble stone base",ARCH,CHN,2024-07-01T13:40:02Z,https://unsplash.com/photos/gold-and-black-tower-under-cloudy-sky-16Eeki_eBlo
KUaFkCl5u1mRoqJNcVnZ,"a plate of Mapo Tofu and a bowl of rice, with chopsticks and a spoon on the side",FOOD,CHN,2024-07-01T13:40:02Z,https://picx.zhimg.com/70/v2-27323d0867e0e54ac1e94e75f4ceeb9e_1440w.avis?source=172ae18b&biz_tag=Post
KdbwH58PyzT3SVoMF8Ob,"a group of Chinese elementary school students, dressed in school uniforms and wearing red scarves, are holding the Chinese national flag",PEOPLE,CHN,2024-07-01T13:40:02Z,https://www.flickr.com/photos/misterhulot/4189485441
LYdpSnp9E8iPhfYE2Dfq,girls in cheongsam playing Chinese pipa and guzheng,DANCE,CHN,2024-07-01T13:40:02Z,https://ss2.meipian.me/users/27874908/9b6cdebbbb2892654b99fb9bf0b57a4e.jpg?meipian-raw/bucket/ivwen/key/dXNlcnMvMjc4NzQ5MDgvOWI2Y2RlYmJiYjI4OTI2NTRiOTlmYjliZjBiNTdhNGUuanBn/sign/8911b7469e9ea70cb0abdc9b0be67669.jpg
LlQ3UTZByJ7hZzX5PZ4S,"some Chinese university students are laughing, and some of them are wearing masks",PEOPLE,CHN,2024-07-01T13:40:02Z,https://www.pexels.com/photo/group-of-young-students-smiling-13418616/
LlglJe9c2qAevJ9vLZq4,China's apartment buildings and street where people living in,ARCH,CHN,2024-07-01T13:40:02Z,https://p9.itc.cn/images01/20200902/7b7e9754bb2e4cd98671ca9268f05d1e.jpeg
MGhKf7BDCdLDCi1xofXl,"a little Chinese girl dressed in Tang Dynasty attire, holding candied hawthorns",RELIG,CHN,2024-07-01T13:40:02Z,https://lovepik.com/image-501699119/chinese-style-children-go-to-the-park-to-eat-candied.html
MdpdRVwOCos4S1pf5389,Chinese hot pot and many side dishes,FOOD,CHN,2024-07-01T13:40:02Z,https://picx.zhimg.com/70/v2-a16baea715ef0d956bac99c67873686d_1440w.avis?source=172ae18b&biz_tag=Post
N1UWEQufmROyuQTd8vlN,a group of Chinese old ladies are dancing in a square,PEOPLE,CHN,2024-07-01T13:40:02Z,https://www.easytourchina.com/images/Photo/travel-guide/square-dance-in-china_thumb.jpg
NeAYb2CpN5fubE8uokt2,some female students in Chinese Republican school uniforms,CLOTH,CHN,2024-07-01T13:40:02Z,https://p1-tt.byteimg.com/origin/tos-cn-i-qvj2lq49k0/4721aaeddbee41bf87b92e4eacad92f6.jpg
O0ddMg6n0Wot8sWreGP2,a person writing Chinese calligraphy,DANCE,CHN,2024-07-01T13:40:02Z,https://montclairconnect.org/image/calligraphy.jpg
OoyWWEflkY6ZTb7KWMPw,"the Huangpu river and the skyscrapers of Shanghai, China",CITIES,CHN,2024-07-01T13:40:02Z,https://cdn.pixabay.com/photo/2020/07/06/14/04/shanghai-5377163_1280.jpg
Ou3OLraPwOJtjbmc0YGV,teacher is teaching some Chinese high school student,PEOPLE,CHN,2024-07-01T13:40:02Z,https://www.ecnu.edu.cn/__local/A/EF/C8/34167D23BE27E45F083FEE1EF25_A52AE004_1E011F.jpg?e=.jpg
Pu9vOcrtSX9UUR71dLiG,a traditional Chinese stone lion statue in front of a traditional Chinese palace building,ARCH,CHN,2024-07-01T13:40:02Z,https://images.pexels.com/photos/2846034/pexels-photo-2846034.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
Q6MDESInBCmQlFbolxB4,"traditional Chinese calligraphy tools: brush, ink, paper, and inkstone",TOOLS,CHN,2024-07-01T13:40:02Z,https://5b0988e595225.cdn.sohucs.com/images/20190925/8726c807d2e04859b6dfc841a3401ada.jpeg
QJd5I1BjecAWyGTFlAau,"Beijing hotpot with many side dishes on the side, including sliced lamb and sauces",FOOD,CHN,2024-07-01T13:40:02Z,https://p1-tt-ipv6.byteimg.com/origin/pgc-image/6cb60af9862c48d295253c7ad0d9fee6.jpg
QMfPbQ2Ab0h5VDd6pgJT,Group of Chinese young teenagers sitting on the ground wering high school uniforms,CLOTH,CHN,2024-07-01T13:40:02Z,https://www.flickr.com/photos/swanky-hsiao/8231628235
Qrfqqg0cQuDJhw8wWSfg,many Chinese style colorful plates and bowls,TOOLS,CHN,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/7/70/HK_%E7%81%A3%E4%BB%94%E9%81%93_Wan_Chai_Road_%E8%88%88%E8%A8%98_Hing_Kee_shop_-_%E9%9B%9E%E5%85%AC%E7%A2%97_Cock_Bowls_Feb-2012.jpg
Qro3ip0AH72CvmNIgWXK,The ancient Chinese bridge over the river and the surrounding ancient Chinese buildings,ARCH,CHN,2024-07-01T13:40:02Z,https://images.pexels.com/photos/7009622/pexels-photo-7009622.jpeg
R4G3NdZshXEKZIv5Pe9Y,a Chinese family sitting and smiling at the park,PEOPLE,CHN,2024-07-01T13:40:02Z,https://d1y8sb8igg2f8e.cloudfront.net/images/families-and-the-future-of-social-policy_image.width-800.jpg
R7LTuUhBY5T83UmYhbel,a person picking some Chinese dumplings called Xiaolongbao,FOOD,CHN,2024-07-01T13:40:02Z,https://images.pexels.com/photos/17998833/pexels-photo-17998833.jpeg
RrvMJTW9NJUNmsRRYhu8,some Chinese high school students studying in a classroom with many books on the desk,PEOPLE,CHN,2024-07-01T13:40:02Z,https://www.alamy.com/stock-photo-cangzhou-chinas-hebei-province-28th-may-2015-students-study-to-prepare-83111152.html?imageid=B8E98977-E437-4CDE-BE5F-9845AA20B4CE&p=196110&pn=1&searchId=8c8f12579741dc90e01a8cbb00b2c823&searchtype=0
Sw7y72XEd5UjE9bvxSF2,Chinese teaching buildings with students on the adjacent playground,ARCH,CHN,2024-07-01T13:40:02Z,https://commons.wikimedia.org/wiki/File:20211030_%E6%BD%8D%E5%9D%8A%E9%AB%98%E6%96%B0%E5%8C%BA%E5%8C%97%E6%B5%B7%E5%AD%A6%E6%A0%A1_05.jpg
T3HyJ9L72qbkfI85vM08,young woman in traditional Chinese Han dress,CLOTH,CHN,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Beizi_1.jpg/401px-Beizi_1.jpg
T5cAn6FDTflGDCiBlhC2,a family is cooking Chinese dumplings in their house,PEOPLE,CHN,2024-07-01T13:40:02Z,https://www.alamy.com/stock-photo-chinese-family-making-chinese-dumpling-on-new-years-eve-18060922.html
T87IChao3vGsHCSwgObg,A Chinese merchant is selling candied hawthorns,FOOD,CHN,2024-07-01T13:40:02Z,https://www.chinawhisper.com/wp-content/uploads/2013/11/Sugarcoated-Haws.jpg
UQEuv61YKrkVkIcVIFXM,a crowd of pedestrians is crossing a street among Hong Kong buildings and stores,CITIES,CHN,2024-07-01T13:40:02Z,https://www.istockphoto.com/photo/hong-kong-street-crowded-and-signs-everywhere-gm508630025-45527754
UoKLfd5vch3V1LJuI9oe,"the interior of a Beijing courtyard with potted plants, Chinese chairs and lantern",ARCH,CHN,2024-07-01T13:40:02Z,https://www.shutterstock.com/zh/image-photo/beijing-china-june-18-typical-courtyard-148617785
UxqkQt6R6sLw513TsYEV,Chinese beer in a bottle and a plastic cup,FOOD,CHN,2024-07-01T13:40:02Z,https://www.flickr.com/photos/67975030@N00/4135292205
UzGsacplpqUinkxAwKZn,"a Chinese water village, with a river through the stone houses",CITIES,CHN,2024-07-01T13:40:02Z,https://unsplash.com/photos/people-riding-boat-on-river-between-buildings-during-daytime-o4VREre_MZs
V9rbpyNrlPJ1RjDQgtxv,a Chinese family in red Tang dynasty costumes,CLOTH,CHN,2024-07-01T13:40:02Z,https://www.istockphoto.com/photo/multi-generation-family-portrait-by-traditional-chinese-building-gm459427437-31078842
VCqg6KMqfrcgbSv9Kxzj,a tree-lined Chinese neighborhood with cars parked in front,ARCH,CHN,2024-07-01T13:40:02Z,https://hongkongshenzhen.up.seesaa.net/image/xiaoqu2028229.jpg
VRdkbqO8IgfNb8UcvUjo,"the endless, cascading mountains of Zhangjiajie comprised of many rows of rock walls in China",NATUR,CHN,2024-07-01T13:40:02Z,https://unsplash.com/photos/gii7lF4y0WY
WblsRvTiBwQetiNyKjul,"two Chinese girls, wearing traditional Han dress, holding oiled-paper umbrellas in lotus leaves field",CLOTH,CHN,2024-07-01T13:40:02Z,https://images.pexels.com/photos/17943717/pexels-photo-17943717.jpeg
WtOxTcDqdFXQVaQyTgCb,a Chinese road with cars on it and tall buildings on both sides,CITIES,CHN,2024-07-01T13:40:02Z,https://commons.wikimedia.org/wiki/File:South_of_Guangshun_South_St_from_AEL_(20171129092239).jpg
XKMbThMbLCT8fLoxDKdP,"a table of Chinese New Year's Eve dinner with braised fish, eight-pot rice and roasted pork ribs",FOOD,CHN,2024-07-01T13:40:02Z,https://p6.itc.cn/q_70/images03/20220926/fd3dd708ed7844c9af95ed71194f8749.jpeg
XnWn3PewnpBzId4HzjNV,a empty roadside bus stop with advertisement in a Chinese city,TOOLS,CHN,2024-07-01T13:40:02Z,https://drive.google.com/file/d/1GktcINglCoOAAbzBV3PwbJ_g_Dfx1erL/view?usp=sharing
XwSu5k5F4a9AxTnHXdBU,"a commercial district in China, there are many shopping center buildings",CITIES,CHN,2024-07-01T13:40:02Z,https://img.zcool.cn/community/010c425d9f093fa8012060be1a40f3.jpg@3000w_1l_0o_100sh.jpg
XwnTRpMT8tjGAfhXuLd5,a woman pours tea into Chinese porcelain cups,TOOLS,CHN,2024-07-01T13:40:02Z,https://oss.puercn.com/fit/800/800/we/0/chayou/entry_photos/000/741/352/6.jpg
Y35HTqHnllTJ3nIx76fi,two chinese athletes playing table tennis in the red Chinese uniforms,PEOPLE,CHN,2024-07-01T13:40:02Z,https://k.sinaimg.cn/n/sports/crawl/148/w550h398/20200820/7262-iyaiihk2604933.jpg/w700d1q75cms.jpg?by=cms_fixed_width
YGUtHx1R3ZvxOZqoiutX,"a narrow Chinese path of stone steps, next to old Chinese stone buildings with lanterns",CITIES,CHN,2024-07-01T13:40:02Z,https://unsplash.com/photos/red-and-brown-hanging-decors-on-green-concrete-wall-during-daytime-iiSbeOl24fM
YUakXm8HlNgpJfRp5QFD,a couple dressed in traditional Chinese Mongolian costume,CLOTH,CHN,2024-07-01T13:40:02Z,http://www.mzzyk.com/eportal/fileDir/mzwhzyk/resource/cms/2018/06/img_pc_site/2018062715403678601.png
Yo1N8CJOvDWQ7QzJnEIL,a chinese traditional drum in the temple,DANCE,CHN,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Suogang_Kunyuan_Temple_07_%E9%BC%93.jpg/800px-Suogang_Kunyuan_Temple_07_%E9%BC%93.jpg
ZWF25CaMHr1hpBta9rlY,A Chinese traditional bridge over the water next to a traditional building with many people around,ARCH,CHN,2024-07-01T13:40:02Z,https://www.pexels.com/photo/a-bridge-over-a-river-full-of-people-2845940/
ZmI0pFV5rlrAuONwwGe2,"Cantonese dim sum, including spring rolls, shrimp dumplings, BBQ pork buns, puffs and sauces",FOOD,CHN,2024-07-01T13:40:02Z,https://pepchina.com/wp-content/uploads/2023/02/Chinese-cuisine-001.jpg
Zvc9VWDXbMOgabHx9JBt,a plate of Chinese dumplings with sauces and chopsticks,FOOD,CHN,2024-07-01T13:40:02Z,https://www.amtdinc.com/wp-content/uploads/2018/02/pr_2018_02_23_02.jpg
aJRSIAD0PhPBNmZREMMi,"the beach of Qinhuangdao in China, the cable cars lead to an island",NATUR,CHN,2024-07-01T13:40:02Z,https://img1.qunarzz.com/travel/d1/1507/bb/a0b68f5e2b86f6.jpg_r_1024x683x95_7355587e.jpg
b5KcPGcMzNA8F03sNjvQ,"a Chinese girl in a cheongsam playing the guzheng, Chinese plucked zither",DANCE,CHN,2024-07-01T13:40:02Z,https://letschinese.com/wp-content/uploads/2022/12/chinese-instruments.jpg
bHZ6xQHzv2adcslPtJ0p,Three women wearing traditional chinese cheongsam dress on an ancient street,CLOTH,CHN,2024-07-01T13:40:02Z,http://img.takungpao.com/2019/0827/20190827042350744.jpg
bNjpSutmRfdmQbMw4Ebu,Two Hmong women wearing traditional Miao ethnic clothing and silver headdresses from China,CLOTH,CHN,2024-07-01T13:40:02Z,https://www.pexels.com/photo/miao-women-in-traditional-clothes-11111330/
bjpnF3d351VL5A78SoyG,four Chinese girls are in a rural town in China,PEOPLE,CHN,2024-07-01T13:40:02Z,https://unsplash.com/photos/cvvlZBZWmTw
c7whetyuGHMK2g95c03a,an empty subway train in the station with doors open in China,TOOLS,CHN,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/3/33/Guangming_Station%2C_Shenzhen_Metro_Line_6.jpg
cHnK772TaObjKsKgbnbX,Chinese Lanzhou ramen noodle with red oil,FOOD,CHN,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/%E5%8A%A0%E8%BE%A3%E5%AD%90%E7%9A%84%E5%85%B0%E5%B7%9E%E7%89%9B%E8%82%89%E9%9D%A2.jpg/1600px-%E5%8A%A0%E8%BE%A3%E5%AD%90%E7%9A%84%E5%85%B0%E5%B7%9E%E7%89%9B%E8%82%89%E9%9D%A2.jpg?20230823102043
cz3L1J8nBF9OpnR2jDJn,a wooden balcony with lantern to the Chinese mountains,NATUR,CHN,2024-07-01T13:40:02Z,https://drive.google.com/file/d/1BMXFhWoFPWzXZDtwP7WN6hg512frWYQ1/view?usp=sharing
